scinam,syid
hirund-apus giganteus,2872
hirundapus giganteus,2872
hirundapus celebensis,2873
chaetura martinica,2874
chaetura spinicauda,2875
chaetura spinicaudus,2875
chaetura fumosa,2876
chaetura egregia,2877
chaetura cinereiventris,2878
chaetura vauxi,2879
chaetura richmondi,2880
chaetura gaumeri,2881
chaetura andrei,2882
chaetura meridionalis,2883
chaetura pelagica,2884
chaetura chapmani,2885
chaetura viridipennis,2886
chaetura brachyura,2887
aeronautes saxatalis,2888
aeronautes montivagus,2889
aeronautes andecolus,2890
apus andecolus,2890
tachornis phoenicobia,2891
micropanyptila furcata,2892
tachornis furcata,2892
reinarda squamata,2893
tachornis squamata,2893
panyptila sancti-hieronymi,2894
panyptila sanctihieronymi,2894
panyptila cayennensis,2895
cypsiurus parvus,2896
cypsiurus balasiensis,2897
apus melba,2898
tachymarptis melba,2898
apus aequatorialis,2899
tachymarptis aequatorialis,2899
apus reichenowi,2900
apus alexandri,2901
apus apus,2902
apus unicolor,2903
apus niansae,2904
apus pallidus,2905
apus barbatus,2906
apus balstoni,2907
polemistria chalybea,3010
apus sladeniae,2908
apus berliozi,2909
apus bradfieldi,2910
apus pacificus,2911
apus salimalii,2912
apus leuconyx,2913
apus cooki,2914
apus acuticauda,2915
apus acuticaudus,2915
apus affinis,2916
apus nipalensis,2917
apus horus,2918
apus toulsoni,2919
apus caffer,2920
apus batesi,2921
ramphodon naevius,2922
eutoxeres aquila,2923
eutoxeres condamini,2924
glaucis dohrnii,2925
ramphodon dohrnii,2925
glaucis hirsuta,2926
glaucis hirsutus,2926
glaucis aenea,2927
glaucis aeneus,2927
threnetes ruckeri,2928
threnetes niger,2929
threnetes leucurus,2930
anopetia gounellei,2931
phaethornis gounellei,2931
phaethornis yaruqui,2932
phaethornis guy,2933
phaethornis hispidus,2934
phaethornis longirostris,2935
phaethornis mexicanus,2936
phaethornis superciliosus,2937
phaethornis malaris,2938
phaethornis syrmatophorus,2939
phaethornis koepckeae,2940
phaethornis philippii,2941
phaethornis bourcieri,2942
phaethornis anthophilus,2943
phaethornis eurynome,2944
phaethornis pretrei,2945
phaethornis augusti,2946
phaethornis subochraceus,2947
phaethornis squalidus,2948
phaethornis rupurumii,2949
phaethornis longuemareus,2950
phaethornis idaliae,2951
phaethornis nattereri,2952
phaethornis ruber,2953
phaethornis stuarti,2954
phaethornis atrimentalis,2955
phaethornis aethopyga,2956
phaethornis aethopygus,2956
phaethornis striigularis,2957
phaethornis griseogularis,2958
phaethornis zonura,2959
androdon aequatorialis,2961
doryfera ludovicae,2962
doryfera johannae,2963
campylopterus cuvierii,2964
phaeochroa cuvierii,2964
campylopterus curvipennis,2965
campylopterus pampa,2966
campylopterus excellens,2967
campylopterus largipennis,2968
campylopterus rufus,2969
campylopterus hyperythrus,2970
campylopterus hemileucurus,2971
campylopterus ensipennis,2972
campylopterus falcatus,2973
campylopterus phainopeplus,2974
campylopterus villaviscensio,2975
campylopterus duidae,2976
aphantochroa cirrochloris,2977
campylopterus cirrochloris,2977
campylopterus macrourus,2978
eupetomena macroura,2978
florisuga mellivora,2979
florisuga fusca,2980
melanotrochilus fuscus,2980
colibri delphinae,2981
colibri thalassinus,2982
colibri coruscans,2983
colibri serrirostris,2984
anthracothorax viridigula,2985
anthracothorax prevostii,2986
anthracothorax nigricollis,2987
anthracothorax veraguensis,2988
anthracothorax dominicus,2989
anthracothorax viridis,2990
anthracothorax mango,2991
anthracothorax recurvirostris,2992
avocettula recurvirostris,2992
topaza pella,2993
topaza pyra,2994
eulampis jugularis,2995
eulampis holosericeus,2996
sericotes holosericeus,2996
chrysolampis mosquitus,2997
orthorhyncus cristatus,2998
klais guimeti,2999
stephanoxis lalandi,3000
abeillia abeillei,3001
lophornis ornata,3002
lophornis ornatus,3002
lophornis gouldii,3003
lophornis magnifica,3004
lophornis magnificus,3004
lophornis brachylopha,3005
lophornis brachylophus,3005
lophornis delattrei,3006
lophornis melaniae,3007
lophornis stictolopha,3008
lophornis stictolophus,3008
lophornis chalybeus,3010
lophornis pavoninus,3011
polemistria pavonina,3011
lophornis helenae,3012
paphosia helenae,3012
lophornis adorabilis,3013
paphosia adorabilis,3013
discosura popelairii,3014
popelairia popelairii,3014
discosura langsdorffi,3015
popelairia langsdorffi,3015
discosura letitiae,3016
popelairia letitiae,3016
discosura conversii,3017
popelairia conversii,3017
discosura longicauda,3018
discosura longicaudus,3018
trochilus polytmus,3019
trochilus scitulus,3020
chlorestes notata,3021
chlorestes notatus,3021
chlorostilbon notatus,3021
chlorostilbon auriceps,3022
chlorostilbon forficatus,3023
chlorostilbon canivetii,3024
chlorostilbon assimilis,3025
chlorostilbon mellisugus,3026
chlorostilbon prasinus,3026
chlorostilbon vitticeps,3027
chlorostilbon melanorhynchus,3028
chlorostilbon gibsoni,3029
chlorostilbon olivaresi,3030
chlorostilbon aureo-ventris,3031
chlorostilbon aureoventris,3031
chlorostilbon lucidus,3031
chlorostilbon bracei,3032
chlorostilbon ricordii,3033
chlorostilbon swainsonii,3034
chlorostilbon maugaeus,3035
chlorostilbon russatus,3036
chlorostilbon stenura,3037
chlorostilbon stenurus,3037
chlorostilbon alice,3038
ptochoptera iolaima,3039
chlorostilbon poortmani,3040
chlorostilbon inexpectatus,3041
chlorostilbon auratus,3042
chlorostilbon euchloris,3043
chlorostilbon elegans,3044
panterpe insignis,3045
elvira chionura,3046
elvira cupreiceps,3047
eupherusa cyanophrys,3048
eupherusa poliocerca,3049
eupherusa eximia,3050
eupherusa nigriventris,3051
goethalsia bella,3052
goldmania violiceps,3053
cynanthus sordidus,3054
cynanthus latirostris,3055
cynanthus doubledayi,3056
cyanophaia bicolor,3057
thalurania ridgwayi,3058
charmosyna aureicincta,4261
thalurania colombica,3059
thalurania fannyi,3060
thalurania nigricapilla,3061
thalurania furcata,3062
thalurania lerchi,3063
thalurania watertonii,3064
thalurania glaucopis,3065
damophila julie,3066
juliamyia julie,3066
chrysuronia coeruleogularis,3067
lepidopyga coeruleogularis,3067
chrysuronia lilliae,3068
lepidopyga lilliae,3068
chrysuronia goudoti,3069
lepidopyga goudoti,3069
lepidopyga luminosa,3070
hylocharis eliciae,3071
juliamyia eliciae,3071
hylocharis sapphirina,3072
hylocharis cyanus,3073
juliamyia cyanus,3073
hylocharis pyropygia,3074
hylocharis chrysura,3075
chrysuronia grayi,3076
hylocharis grayi,3076
chrysuronia humboldtii,3077
hylocharis humboldtii,3077
chrysuronia oenone,3078
leucochloris albicollis,3079
polytmus guainumbi,3080
polytmus milleri,3081
waldronia milleri,3081
polytmus theresiae,3082
smaragdites theresiae,3082
leucippus fallax,3083
leucippus baeri,3084
leucippus taczanowskii,3085
talaphorus taczanowskii,3085
leucippus chlorocercus,3086
talaphorus chlorocercus,3086
leucippus hypostictus,3087
talaphorus hypostictus,3087
taphrospilus hypostictus,3087
amazilia chionogaster,3088
hylocharis chionogaster,3088
leucippus chionogaster,3088
amazilia viridicauda,3089
hylocharis viridicauda,3089
leucippus viridicauda,3089
amazilia rutila,3090
amazilia yucatanensis,3091
amazilia tzacatl,3092
amazilia castaneiventris,3093
amazilia amazilia,3094
chrysuronia amazilia,3094
amazilia alticola,3095
agyrtria leucogaster,3096
amazilia leucogaster,3096
chrysuronia leucogaster,3096
agyrtria versicolor,3097
amazilia versicolor,3097
chrysuronia versicolor,3097
amazilia hollandi,3098
agyrtria rondoniae,3099
agyrtria brevirostris,3100
amazilia brevirostris,3100
amazilia chionopectus,3100
chrysuronia brevirostris,3100
agyrtria franciae,3101
amazilia franciae,3101
chrysuronia franciae,3101
amazilia veneta,3102
agyrtria candida,3103
amazilia candida,3103
juliamyia candida,3103
amazilia cyanocephala,3104
saucerottia cyanocephala,3104
amazilia microrhyncha,3105
agyrtria violiceps,3106
amazilia violiceps,3106
saucerottia violiceps,3106
agyrtria viridifrons,3107
amazilia viridifrons,3107
saucerottia viridifrons,3107
amazilia wagneri,3108
amazilia fimbriata,3109
hylocharis fimbriata,3109
polyerata fimbriata,3109
amazilia distans,3110
amazilia lactea,3111
juliamyia lactea,3111
polyerata lactea,3111
amazilia amabilis,3112
polyerata amabilis,3112
amazilia cyaneotincta,3113
amazilia decora,3114
polyerata decora,3114
amazilia rosenbergi,3115
polyerata rosenbergi,3115
amazilia boucardi,3116
polyerata boucardi,3116
amazilia luciae,3117
polyerata luciae,3117
amazilia saucerottei,3118
amazilia saucerrottei,3118
saucerottia saucerrottei,3118
amazilia cyanifrons,3119
saucerottia cyanifrons,3119
amazilia edward,3120
saucerottia edward,3120
amazilia cyanura,3121
saucerottia cyanura,3121
amazilia beryllina,3122
saucerottia beryllina,3122
amazilia viridigaster,3123
saucerottia viridigaster,3123
saucerottia cupreicauda,3124
amazilia tobaci,3125
saucerottia tobaci,3125
microchera albo-coronata,3126
microchera albocoronata,3126
anthocephala floriceps,3127
chalybura buffonii,3128
chalybura urochrysia,3129
lampornis clemenciae,3130
lampornis amethystinus,3131
lampornis viridi-pallens,3132
lampornis viridipallens,3132
lampornis sybillae,3133
lampornis hemileucus,3134
lampornis calolaemus,3135
lampornis castaneoventris,3136
lampornis cinereicauda,3137
basilinna xantusii,3138
hylocharis xantusii,3138
basilinna leucotis,3139
hylocharis leucotis,3139
lamprolaima rhami,3140
adelomyia melanogenys,3141
phlogophilus hemileucurus,3142
phlogophilus harterti,3143
clytolaema rubricauda,3144
heliodoxa xanthogonys,3145
agapeta gularis,3146
heliodoxa gularis,3146
heliodoxa branickii,3147
heliodoxa schreibersii,3148
ionolaima schreibersii,3148
heliodoxa aurescens,3149
polyplancta aurescens,3149
heliodoxa rubinoides,3150
heliodoxa jacula,3151
eugenia imperatrix,3152
heliodoxa imperatrix,3152
heliodoxa leadbeateri,3153
eugenes fulgens,3154
hylonympha macrocerca,3155
sternoclyta cyanopectus,3156
urochroa bougueri,3157
boissonneaua flavescens,3158
boissonneaua matthewsii,3159
boissonneaua jardini,3160
aglaeactis cupripennis,3161
aglaeactis aliciae,3162
aglaeactis castelnaudii,3163
aglaeactis pamela,3164
oreotrochilus chimborazo,3165
oreotrochilus estella,3166
oreotrochilus stolzmanni,3167
oreotrochilus bolivianus,3168
oreotrochilus leucopleurus,3169
oreotrochilus melanogaster,3170
oreotrochilus adela,3171
lafresnaya lafresnayi,3172
coeligena coeligena,3173
coeligena wilsoni,3174
coeligena prunellei,3175
coeligena torquata,3176
coeligena inca,3177
coeligena phalerata,3178
coeligena bonapartei,3179
coeligena eos,3180
coeligena orina,3181
coeligena helianthea,3182
coeligena lutetiae,3183
coeligena violifer,3184
coeligena iris,3185
ensifera ensifera,3186
pterophanes cyanopterus,3187
patagona gigas,3188
sephanoides sephaniodes,3189
sephanoides sephanoides,3189
sephanoides fernandensis,3190
heliangelus mavors,3191
heliangelus amethysticollis,3192
heliangelus clarisse,3193
heliangelus spencei,3194
heliangelus strophianus,3195
heliangelus squamigularis,3196
heliangelus speciosa,3197
heliangelus rothschildi,3198
heliangelus luminosus,3199
heliangelus exortis,3200
heliangelus micraster,3201
heliangelus viola,3202
heliangelus zusii,3204
todirhamphus gambieri,3439
heliangelus regalis,3205
eriocnemis nigrivestis,3206
eriocnemis isabellae,3208
eriocnemis vestita,3209
eriocnemis vestitus,3209
eriocnemis derbyi,3210
eriocnemis godini,3211
eriocnemis cupreo-ventris,3212
eriocnemis cupreoventris,3212
eriocnemis luciani,3213
eriocnemis sapphiropygia,3214
eriocnemis isaacsonii,3215
eriocnemis mosquera,3216
eriocnemis glaucopoides,3217
eriocnemis mirabilis,3218
eriocnemis alinae,3219
eriocnemis aline,3219
haplophaedia aureliae,3220
haplophaedia assimilis,3221
haplophaedia lugens,3222
urosticte benjamini,3223
urosticte ruficrissa,3224
ocreatus underwoodii,3225
lesbia victoriae,3226
zodalia glyceria,3227
lesbia nuna,3228
sappho sparganura,3229
sappho sparganurus,3229
polyonymus caroli,3230
ramphomicron dorsale,3231
ramphomicron microrhynchum,3232
oreonympha nobilis,3233
oxypogon nobilis,3233
oxypogon guerinii,3234
oxypogon cyanolaemus,3235
oxypogon lindenii,3236
oxypogon stuebelii,3237
metallura tyrianthina,3238
metallura iracunda,3239
metallura williami,3240
metallura baroni,3241
metallura odomae,3242
metallura theresiae,3243
metallura eupogon,3244
metallura aeneocauda,3245
metallura malagae,3246
metallura phoebe,3247
chalcostigma ruficeps,3248
metallura ruficeps,3248
oxypogon ruficeps,3248
chalcostigma olivaceum,3249
oxypogon olivaceus,3249
chalcostigma stanleyi,3250
oxypogon stanleyi,3250
chalcostigma heteropogon,3251
oxypogon heteropogon,3251
chalcostigma herrani,3252
oxypogon herrani,3252
opisthoprora euryptera,3253
taphrolesbia griseiventris,3254
aglaiocercus kingi,3255
aglaiocercus kingii,3255
neolesbia nehrkorni,3256
aglaiocercus berlepschi,3259
aglaiocercus coelestis,3260
augastes scutatus,3261
augastes lumachella,3262
augastes lumachellus,3262
augastes geoffroyi,3263
schistes geoffroyi,3263
heliothryx barroti,3264
heliothryx aurita,3265
heliothryx auritus,3265
heliactin bilopha,3266
heliactin bilophus,3266
heliactin cornuta,3266
loddigesia mirabilis,3267
heliomaster constantii,3268
heliomaster longirostris,3269
heliomaster squamosus,3270
heliomaster furcifer,3271
rhodopis vesper,3272
thaumastura cora,3273
tilmatura dupontii,3274
doricha enicura,3275
doricha eliza,3276
calliphlox amethystina,3277
calliphlox evelynae,3278
philodice evelynae,3278
calliphlox bryantae,3279
philodice bryantae,3279
calliphlox mitchellii,3280
philodice mitchellii,3280
microstilbon burmeisteri,3281
calothorax lucifer,3282
calothorax pulcher,3283
mellisuga minima,3284
calypte helenae,3285
mellisuga helenae,3285
archilochus colubris,3286
archilochus alexandri,3287
calypte anna,3288
calypte costae,3289
atthis heloisa,3290
atthis ellioti,3291
myrtis fanny,3292
eulidia yarrellii,3293
myrtis yarrellii,3293
myrmia micrura,3294
acestrura mulsant,3295
acestrura mulsanti,3295
chaetocercus mulsant,3295
acestrura bombus,3296
chaetocercus bombus,3296
acestrura decorata,3297
acestrura heliodor,3298
chaetocercus heliodor,3298
acestrura astreans,3299
chaetocercus astreans,3299
acestrura berlepschi,3300
chaetocercus berlepschi,3300
acestrura harterti,3301
chaetocercus jourdanii,3302
selasphorus platycercus,3303
selasphorus rufus,3304
ara maracana,4412
selasphorus sasin,3305
selasphorus flammula,3306
selasphorus simoni,3307
selasphorus torridus,3308
selasphorus ardens,3309
selasphorus scintilla,3310
selasphorus calliope,3311
stellula calliope,3311
colius striatus,3312
colius leucocephalus,3313
colius castanotus,3314
colius colius,3315
colius macrourus,3316
urocolius macrourus,3316
colius indicus,3317
urocolius indicus,3317
euptilotis neoxenus,3318
pharomachrus pavoninus,3319
pharomachrus auriceps,3320
pharomachrus fulgidus,3321
pharomachrus mocinno,3322
pharomachrus mocino,3322
pharomachrus antisianus,3323
priotelus temnurus,3324
priotelus roseigaster,3325
temnotrogon roseigaster,3325
trogon clathratus,3326
trogon massena,3327
trogon comptus,3328
trogon mesurus,3329
trogon melanurus,3330
trogon melanocephalus,3331
trogon citreolus,3332
trogon chionurus,3333
trogon bairdii,3334
trogon strigilatus,3335
trogon viridis,3335
trogon caligatus,3336
trogon ramonianus,3337
trogon violaceus,3338
trogon curucui,3339
trogon surrucura,3340
trogon rufus,3341
trogon elegans,3342
trogon mexicanus,3343
trogon collaris,3344
trogon aurantiiventris,3345
trogon puella,3345
trogon personatus,3346
apaloderma narina,3347
apaloderma aequatoriale,3348
apaloderma vittatum,3349
heterotrogon vittatus,3349
apalharpactes reinwardtii,3350
harpactes reinwardtii,3350
apalharpactes mackloti,3351
harpactes mackloti,3351
harpactes fasciatus,3352
harpactes kasumba,3353
harpactes diardii,3354
harpactes ardens,3355
harpactes whiteheadi,3356
harpactes orrhophaeus,3357
harpactes duvaucelii,3358
harpactes oreskios,3359
harpactes erythrocephalus,3360
harpactes wardi,3361
leptosomus discolor,3362
coracias naevia,3363
coracias naevius,3363
coracias noevia,3363
coracias benghalensis,3364
coracias temminckii,3365
coracias spatulata,3366
coracias spatulatus,3366
coracias caudata,3367
coracias caudatus,3367
coracias abyssinica,3368
coracias abyssinicus,3368
coracias garrulus,3369
coracias cyanogaster,3370
eurystomus gularis,3371
eurystomus glaucurus,3372
eurystomus orientalis,3373
eurystomus azureus,3374
brachypteracias leptosomus,3375
brachypteracias squamiger,3376
brachypteracias squamigera,3376
geobiastes squamiger,3376
atelornis pittoides,3377
atelornis crossleyi,3378
uratelornis chimaera,3379
actenoides monachus,3380
halcyon monacha,3380
actenoides princeps,3381
halcyon princeps,3381
actenoides bougainvillei,3382
halcyon bougainvillei,3382
actenoides lindsayi,3383
halcyon lindsayi,3383
actenoides hombroni,3384
actenoides concretus,3385
halcyon concreta,3385
melidora macrorrhina,3386
lacedo pulchella,3387
tanysiptera galatea,3388
tanysiptera ellioti,3389
tanysiptera riedelii,3390
tanysiptera carolinae,3391
tanysiptera hydrocharis,3392
tanysiptera sylvia,3393
tanysiptera nigriceps,3394
tanysiptera nympha,3395
tanysiptera danae,3396
cittura cyanotis,3397
clytoceyx rex,3398
dacelo rex,3398
dacelo novaeguineae,3399
dacelo leachii,3400
dacelo tyro,3401
dacelo gaudichaud,3402
caridonax fulgidus,3403
halcyon fulgida,3403
pelargopsis capensis,3404
pelargopsis melanorhyncha,3405
pelargopsis amauroptera,3406
pelargopsis amauropterus,3406
halcyon coromanda,3407
halcyon smyrnensis,3408
halcyon gularis,3409
halcyon cyanoventris,3410
halcyon badia,3411
halcyon pileata,3412
halcyon leucocephala,3413
halcyon albiventris,3414
halcyon chelicuti,3415
halcyon malimbica,3416
halcyon senegalensis,3417
halcyon senegaloides,3418
halcyon nigrocyanea,3419
todiramphus nigrocyaneus,3419
todirhamphus nigrocyaneus,3419
halcyon winchelli,3420
todiramphus winchelli,3420
todirhamphus winchelli,3420
halcyon diops,3421
todiramphus diops,3421
todirhamphus diops,3421
todiramphus lazuli,3422
todirhamphus lazuli,3422
halcyon macleayii,3423
todiramphus macleayii,3423
todirhamphus macleayii,3423
halcyon albonotata,3424
