Species	Class	Habitat breadth (Within-class co-occurrence index; multiplicative beta)	Habitat breadth (co-occurrence among species from all four classes; multiplicative beta)	Habitat breadth (Within-class co-occurrence index; additive beta)	Habitat breadth (co-occurrence among species from all four classes; additive beta)	Number-habitat-classes	Total-number-IUCN-habitat-categories
Aromobates-leopardalis	AMPHIBIA	2.802193167	3.131301623	2137.5	7484	4	4
Aromobates-mayorgai	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Aromobates-meridensis	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Aromobates-molinarii	AMPHIBIA	2.199564744	2.480581259	1838.333333	7574.666667	2	3
Aromobates-nocturnus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Aromobates-orostoma	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Aromobates-saltuensis	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Aromobates-serranus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Arthroleptella-bicolor	AMPHIBIA	1.950023137	1.961733518	1027.5	2087	2	2
Arthroleptella-drewesii	AMPHIBIA	2.618202417	2.646667652	1429.333333	3715.333333	3	3
Arthroleptella-landdrosia	AMPHIBIA	2.618202417	2.646667652	1429.333333	3715.333333	3	3
Arthroleptella-lightfooti	AMPHIBIA	2.618202417	2.646667652	1429.333333	3715.333333	3	3
Arthroleptella-rugosa	AMPHIBIA	1.911764706	1.946656924	373	1296.5	2	2
Arthroleptella-subvoce	AMPHIBIA	1.911764706	1.946656924	373	1296.5	2	2
Arthroleptella-villiersi	AMPHIBIA	3.452688904	3.542547705	1802.5	4931	3	4
Arthroleptis-adelphus	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Arthroleptis-adolfifriederici	AMPHIBIA	1.984251969	1.958153224	1751	6946.333333	1	3
Arthroleptis-affinis	AMPHIBIA	4.856237531	4.87836001	3286.9	13982.1	4	10
Arthroleptis-crusculum	AMPHIBIA	2.852903926	2.894560358	2561.25	10171	3	4
Arthroleptis-fichika	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Arthroleptis-francei	AMPHIBIA	2.776890916	2.650943396	2338.5	9276	2	4
Arthroleptis-kidogo	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Arthroleptis-krokosua	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Arthroleptis-kutogundua	AMPHIBIA	1.843215281	1.876393334	1060.5	3971.5	2	2
Arthroleptis-lameerei	AMPHIBIA	1.883842144	1.909194098	1188	5207.5	2	2
Arthroleptis-nguruensis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Arthroleptis-nikeae	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Arthroleptis-palava	AMPHIBIA	2.403899721	2.352679156	505	3442.666667	1	3
Arthroleptis-perreti	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Arthroleptis-poecilonotus	AMPHIBIA	2.593668174	2.680370647	1674.75	7889.5	2	4
Arthroleptis-pyrrhoscelis	AMPHIBIA	0.997101449	0.999120493	0	0	1	1
Arthroleptis-reichei	AMPHIBIA	2.440993789	2.473549009	1625	6119.666667	2	3
Arthroleptis-schubotzi	AMPHIBIA	3.186052847	3.185949859	2007.25	8153.5	3	4
Arthroleptis-stenodactylus	AMPHIBIA	4.968263846	4.57305261	3189.5	14018.8	4	10
Arthroleptis-sylvaticus	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Arthroleptis-taeniatus	AMPHIBIA	1.818181818	1.906051084	1234	5623.5	2	2
Arthroleptis-tanneri	AMPHIBIA	2.108837537	2.50984252	2096.333333	6648.333333	2	3
Arthroleptis-troglodytes	AMPHIBIA	1.986013986	1.984927536	212.5	850.5	1	2
Arthroleptis-variabilis	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Arthroleptis-wahlbergii	AMPHIBIA	3.506363636	3.79862119	1182.571429	7714	4	7
Arthroleptis-xenochirus	AMPHIBIA	4.623864144	5.005285619	3041.875	12788.375	4	8
Arthroleptis-xenodactyloides	AMPHIBIA	3.961471103	3.904157965	3101.166667	12747.83333	3	6
Arthroleptis-xenodactylus	AMPHIBIA	2.228269868	2.058730731	1979.333333	7830.666667	1	3
Ascaphus-montanus	AMPHIBIA	1.793563579	1.863341646	1012	2597.5	2	2
Ascaphus-truei	AMPHIBIA	1.793563579	1.863341646	1012	2597.5	2	2
Assa-darlingtoni	AMPHIBIA	0.997946612	0.999588308	0	0	1	1
Asterophrys-turpicola	AMPHIBIA	2.063938619	2.163486939	1387.666667	6607.666667	2	3
Astylosternus-batesi	AMPHIBIA	1.999617371	2.255170037	1742.666667	7284.333333	2	3
Astylosternus-diadematus	AMPHIBIA	2.186883029	2.446549818	2195.25	9162	2	4
Astylosternus-fallax	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Astylosternus-laurenti	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Astylosternus-montanus	AMPHIBIA	3.05543399	3.493897987	2819	11955.5	3	6
Astylosternus-nganhanus	AMPHIBIA	2.639470783	3.032101228	2231.5	8151.25	3	4
Astylosternus-occidentalis	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Astylosternus-perreti	AMPHIBIA	2.071806945	2.358379176	1822	6750.333333	2	3
Astylosternus-ranoides	AMPHIBIA	3.789968652	4.231822972	2671	9202	4	6
Astylosternus-rheophilus	AMPHIBIA	3.281306388	3.791306937	2529.6	9377	4	5
Astylosternus-schioetzi	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelognathus-jeinimenensis	AMPHIBIA	1.74302401	1.879181228	573.5	1762	2	2
Atelognathus-nitoi	AMPHIBIA	2.009964129	2.047849788	845.6666667	1154.333333	2	3
Atelognathus-patagonicus	AMPHIBIA	2.823809524	3.565422477	1150	5004.6	3	5
Atelognathus-praebasalticus	AMPHIBIA	2.367567568	3.112078346	1013	4368.25	3	4
Atelognathus-reverberii	AMPHIBIA	2.367567568	3.112078346	1013	4368.25	3	4
Atelognathus-salai	AMPHIBIA	3.636634401	3.867331288	886.25	3740	4	4
Atelognathus-solitarius	AMPHIBIA	1.922813036	1.912872951	1077	3259.5	2	2
Atelopus-andinus	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-angelito	AMPHIBIA	2.224926086	2.48400093	1796.333333	6385.666667	3	3
Atelopus-ardila	AMPHIBIA	2.675990676	2.625490196	1439	3317	3	3
Atelopus-arsyecue	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-arthuri	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-balios	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-bomolochos	AMPHIBIA	2.747744213	3.229417331	2228.5	8246.5	3	4
Atelopus-boulengeri	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-carauta	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-carbonerensis	AMPHIBIA	2.114523353	2.54772261	1743	6287.333333	2	3
Atelopus-carrikeri	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-certus	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-chiriquiensis	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-chirripoensis	AMPHIBIA	2.51744186	2.449960907	262	1237.333333	3	3
Atelopus-chocoensis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Atelopus-chrysocorallus	AMPHIBIA	2.114523353	2.54772261	1743	6287.333333	2	3
Atelopus-coynei	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-cruciger	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-dimorphus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-ebenoides	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-elegans	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-epikeisthos	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Atelopus-erythropus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-eusebianus	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Atelopus-eusebiodiazi	AMPHIBIA	2.114523353	2.54772261	1743	6287.333333	2	3
Atelopus-exiguus	AMPHIBIA	3.191039203	3.215953553	1761.5	4390.25	2	4
Atelopus-famelicus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-farci	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-flavescens	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-franciscus	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-galactogaster	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Atelopus-gigas-	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-glyphus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-guanujo	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-guitarraensis	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Atelopus-halihelos	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-laetissimus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-limosus	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-longibrachius	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-lozanoi	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Atelopus-lynchi	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-mandingues	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-mindoensis	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-minutulus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-mittermeieri	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-monohernandezii	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-mucubajiensis	AMPHIBIA	2.688120779	3.247860682	2125.5	7487.5	3	4
Atelopus-muisca	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-nahumae	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-nanay	AMPHIBIA	3.032435404	3.175827513	1849.5	3583.5	2	4
Atelopus-nepiozomus	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Atelopus-nicefori	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-onorei	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-orcesi	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-oxapampae	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-oxyrhynchus	AMPHIBIA	2.114523353	2.54772261	1743	6287.333333	2	3
Atelopus-pachydermus	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-pastuso-	AMPHIBIA	2.675990676	2.625490196	1439	3317	3	3
Atelopus-patazensis	AMPHIBIA	2.540349572	2.658006363	1381.666667	3128	2	3
Atelopus-pedimarmoratus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-peruensis	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Atelopus-petersi	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-petriruizi	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-pinangoi	AMPHIBIA	2.114523353	2.54772261	1743	6287.333333	2	3
Atelopus-planispina	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-podocarpus	AMPHIBIA	2.675990676	2.625490196	1439	3317	3	3
Atelopus-pulcher	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-pyrodactylus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Atelopus-quimbaya	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-reticulatus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-seminiferus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-senex	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-sernai	AMPHIBIA	2.159816353	2.531509449	1769.333333	6457.333333	3	3
Atelopus-simulatus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-sonsonensis	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-sorianoi	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-spumarius	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-spurrelli	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Atelopus-subornatus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-tamaense	AMPHIBIA	3.193920973	3.142257866	1805.5	4341.75	3	4
Atelopus-tricolor	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-varius	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atelopus-walkeri	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atelopus-zeteki	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Atopophrynus-syntomopus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Atylodes-genei	AMPHIBIA	3.430809399	3.428690229	466.5	2921.5	1	4
Aubria-masako	AMPHIBIA	2.909038406	3.826580227	2204.666667	9883.666667	3	6
Aubria-occidentalis	AMPHIBIA	2.10679803	2.476026755	1873.333333	7871.666667	2	3
Aubria-subsigillata	AMPHIBIA	3.319385757	4.521149572	2814.125	11686.375	3	8
Austrochaperina-adelphe	AMPHIBIA	3.974047187	5.259995154	1821.777778	7814.777778	4	9
Austrochaperina-basipalmata	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Austrochaperina-blumi	AMPHIBIA	2.223015873	2.309915365	1542	6346.666667	2	3
Austrochaperina-derongo	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Austrochaperina-fryi	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Austrochaperina-gracilipes	AMPHIBIA	3.854658019	4.098825832	1937.6	6335	3	5
Austrochaperina-guttata	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Austrochaperina-hooglandi	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Austrochaperina-macrorhyncha	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Austrochaperina-novaebritanniae	AMPHIBIA	1.593809223	1.630444219	941	4358	1	2
Austrochaperina-palmipes	AMPHIBIA	2.186883029	2.446549818	2195.25	9162	2	4
Austrochaperina-pluvialis	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Austrochaperina-rivularis	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Austrochaperina-robusta	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Babina-adenopleura	AMPHIBIA	4.788873039	6.035368677	2657	12063.45455	5	11
Babina-chapaensis	AMPHIBIA	2.851586708	3.450046269	2889.166667	11915.16667	3	6
Babina-daunchina	AMPHIBIA	3.856241144	5.10321035	2772.625	10705.25	3	8
Babina-holsti	AMPHIBIA	1.879686856	1.907033145	1068.5	3367	2	2
Babina-okinavana	AMPHIBIA	3.296586814	4.08819133	2167.6	9504.6	3	5
Babina-pleuraden	AMPHIBIA	3.564205627	4.244393716	1347.777778	2685.555556	1	9
Babina-subaspera	AMPHIBIA	1.992070117	2.574775564	1585.666667	7193	2	3
Balebreviceps-hillmani	AMPHIBIA	1.91609589	1.815899582	1071	3803.5	2	2
Barbourula-busuangensis	AMPHIBIA	2.807017544	3.131357054	2658.4	11274.6	2	5
Barbourula-kalimantanensis	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Barycholos-pulcher	AMPHIBIA	2.863399945	2.829297176	1702.75	7724.75	2	4
Barycholos-ternetzi	AMPHIBIA	2.919005613	3.219799646	599.25	4709.75	3	4
Barygenys-atra	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Barygenys-exsul	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Barygenys-nana	AMPHIBIA	1.843215281	1.876393334	1060.5	3971.5	2	2
Batrachoseps-attenuatus	AMPHIBIA	2.06766055	1.96039604	311.3333333	1714.666667	3	3
Batrachoseps-campi	AMPHIBIA	1.744565217	1.915110357	138	809.5	2	2
Batrachoseps-gavilanensis	AMPHIBIA	1.621861152	1.513043478	211.5	1004	2	2
Batrachoseps-gregarius	AMPHIBIA	1.674486804	1.677169421	231	1312	2	2
Batrachoseps-luciae	AMPHIBIA	0.997946612	0.999588308	0	0	1	1
Batrachoseps-major	AMPHIBIA	3.72972973	3.607177498	994.1666667	5377	4	6
Batrachoseps-nigriventris	AMPHIBIA	1.674486804	1.677169421	231	1312	2	2
Batrachoseps-pacificus	AMPHIBIA	2.06766055	1.96039604	311.3333333	1714.666667	3	3
Batrachoseps-regius	AMPHIBIA	1.621861152	1.513043478	211.5	1004	2	2
Batrachoseps-robustus	AMPHIBIA	0.994382022	0.996503497	0	0	1	1
Batrachoseps-simatus	AMPHIBIA	2.381839348	2.25	396.6666667	2311	2	3
Batrachoseps-stebbinsi	AMPHIBIA	1.859491779	1.842480925	288.5	1712.5	1	2
Batrachoseps-wrighti	AMPHIBIA	0.997946612	0.999588308	0	0	1	1
Batrachuperus-karlschmidti	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Batrachuperus-londongensis	AMPHIBIA	1.890129522	1.907024793	997.5	1757	1	2
Batrachuperus-pinchonii	AMPHIBIA	2.965050733	2.978902021	1744	4479.75	2	4
Batrachuperus-tibetanus	AMPHIBIA	1.890129522	1.907024793	997.5	1757	1	2
Batrachuperus-yenyuanensis	AMPHIBIA	2.297440424	2.161679537	1471	2408	1	3
Batrachyla-antartandica	AMPHIBIA	3.432501274	4.166971041	1592.666667	6070.5	4	6
Batrachyla-fitzroya	AMPHIBIA	2.226890756	2.375592087	731	1646.666667	2	3
Batrachyla-leptopus	AMPHIBIA	4.16716096	4.873280496	1679.142857	6074.857143	4	7
Batrachyla-taeniata	AMPHIBIA	5.222988506	5.928316397	1838	7178.6	5	10
Batrachylodes-elegans	AMPHIBIA	2.969690456	2.965124294	1833.6	8554.4	3	5
Batrachylodes-mediodiscus	AMPHIBIA	2.504930062	2.525274725	1641.75	7635	3	4
Batrachylodes-minutus	AMPHIBIA	2.969690456	2.965124294	1833.6	8554.4	3	5
Batrachylodes-montanus	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Batrachylodes-trossulus	AMPHIBIA	2.969690456	2.965124294	1833.6	8554.4	3	5
Batrachylodes-vertebralis	AMPHIBIA	2.063938619	2.163486939	1387.666667	6607.666667	2	3
Batrachylodes-wolfi	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Blommersia-blommersae	AMPHIBIA	2.57322314	2.600143273	2380.5	9494.25	2	4
Blommersia-domerguei	AMPHIBIA	3.114933542	3.185016889	2706	10868.4	3	5
Blommersia-grandisonae	AMPHIBIA	2.47872	2.910938754	2311.5	8932.25	3	4
Blommersia-kely	AMPHIBIA	3.666666667	3.92462344	2393	9049.2	3	5
Blommersia-wittei	AMPHIBIA	3.992194674	5.189298334	2607.8	12449.5	4	10
Boehmantis-microtympanum	AMPHIBIA	2.186883029	2.446549818	2195.25	9162	2	4
Bokermannohyla-alvarengai	AMPHIBIA	2.72179289	2.756016989	1486.333333	3722	2	3
Bokermannohyla-astartea	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bokermannohyla-caramaschii	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Bokermannohyla-carvalhoi	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Bokermannohyla-circumdata	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Bokermannohyla-hylax	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Bokermannohyla-itapoty	AMPHIBIA	2.72179289	2.756016989	1486.333333	3722	2	3
Bokermannohyla-izecksohni	AMPHIBIA	1.629213483	1.87743319	1177	5320	2	2
Bokermannohyla-luctuosa	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Bokermannohyla-martinsi	AMPHIBIA	3.428959891	3.416636308	1787.5	4976.25	3	4
Bokermannohyla-nanuzae	AMPHIBIA	3.99637243	3.994283821	1983.4	7229.8	4	5
Bokermannohyla-oxente	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Bokermannohyla-pseudopseudis	AMPHIBIA	3.840388007	4.027497194	1933.6	5396	3	5
Bokermannohyla-saxicola	AMPHIBIA	4.395406071	4.625509071	2070.5	6529.333333	3	6
Bokermannohyla-vulcaniae	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-adspersa	AMPHIBIA	1.843215281	1.876393334	1060.5	3971.5	2	2
Bolitoglossa-alberchi	AMPHIBIA	1.757002546	1.675788532	1041.5	4532.5	2	2
Bolitoglossa-altamazonica	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-alvaradoi	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-biseriata	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-borburata	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-capitana	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-carri	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-celaque	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-cerroensis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-chica	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-colonnea	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Bolitoglossa-compacta	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-conanti	AMPHIBIA	1.838869798	1.769914749	1099.5	4200.5	2	2
Bolitoglossa-cuchumatana	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-decora	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-diaphora	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-diminuta	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-dofleini	AMPHIBIA	2.475367329	2.37693583	2134.75	8514.25	2	4
Bolitoglossa-dunni	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-engelhardti	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-equatoriana	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-flavimembris	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-flaviventris	AMPHIBIA	2.774322969	2.697817085	1770	8303.75	2	4
Bolitoglossa-franklini	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-gracilis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-guaramacalensis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-hartwegi	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Bolitoglossa-heiroreias	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-helmrichi	AMPHIBIA	1.838869798	1.769914749	1099.5	4200.5	2	2
Bolitoglossa-hermosa	AMPHIBIA	3.081791365	2.860229424	1941.75	8352.5	3	4
Bolitoglossa-hypacra	AMPHIBIA	0.997101449	0.999120493	0	0	1	1
Bolitoglossa-insularis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-lignicolor	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-lincolni	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-longissima	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-macrinii	AMPHIBIA	1.838869798	1.769914749	1099.5	4200.5	2	2
Bolitoglossa-magnifica	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-marmorea	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Bolitoglossa-medemi	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-meliana	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-mexicana	AMPHIBIA	3.1259333	2.856891206	2563.6	10542.2	3	5
Bolitoglossa-minutula	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-mombachoensis	AMPHIBIA	1.984251969	1.958153224	1751	6946.333333	1	3
Bolitoglossa-morio	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Bolitoglossa-mulleri	AMPHIBIA	2.586115527	2.459344957	2245.75	8957	3	4
Bolitoglossa-nicefori	AMPHIBIA	2.335818755	2.285704299	1553.666667	6131.666667	2	3
Bolitoglossa-nigrescens	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-obscura	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-occidentalis	AMPHIBIA	2.785173979	2.597035992	2361	9618.75	2	4
Bolitoglossa-odonnelli	AMPHIBIA	2.82355644	2.740123103	2382.2	9726.2	3	5
Bolitoglossa-oresbia	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-orestes	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-palmata	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-pandi	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-peruviana	AMPHIBIA	2.15731269	2.128041887	1396.333333	6320.666667	2	3
Bolitoglossa-pesrubra	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-platydactyla	AMPHIBIA	3.368887824	3.293802207	1977.6	8898.2	3	5
Bolitoglossa-porrasorum	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Bolitoglossa-ramosi	AMPHIBIA	3.511469009	3.422754626	2059.4	8616.8	3	5
Bolitoglossa-riletti	AMPHIBIA	3.081791365	2.860229424	1941.75	8352.5	3	4
Bolitoglossa-robusta	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Bolitoglossa-rostrata	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Bolitoglossa-rufescens	AMPHIBIA	2.147040879	2.022310757	1881	7271.333333	2	3
Bolitoglossa-salvinii	AMPHIBIA	2.997305437	2.913535233	2521.2	10287.4	2	5
Bolitoglossa-schizodactyla	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Bolitoglossa-silverstonei	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-sima	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Bolitoglossa-sombra	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-sooyorum	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-spongai	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Bolitoglossa-striatula	AMPHIBIA	3.203326873	3.278266466	2729.6	10620	3	5
